epoch,step,hour,lr,trn_loss,val_loss,val_l1_v,val_l1_a
100,43000,9.225514502392874,2e-05,2.877441630601883,nan,nan,nan
102,44000,9.439896820187569,2e-05,2.8773796899318693,nan,nan,nan
105,45000,9.654216849274105,2e-05,2.8704530527591707,nan,nan,nan
107,46000,9.869553805258539,2e-05,2.8646321399211883,nan,nan,nan
109,47000,10.08412166343795,2e-05,2.8607153079509735,nan,nan,nan
112,48000,10.303883194857173,2e-05,2.85375027179718,nan,nan,nan
112,48000,10.306821556554901,2e-05,nan,2.9530094211751763,,
114,49000,10.52010431435373,2e-05,2.8519462566375733,nan,nan,nan
116,50000,10.73430347820123,2e-05,2.846844318628311,nan,nan,nan
119,51000,10.948511260482999,2e-05,2.842058068752289,nan,nan,nan
121,52000,11.162654515769747,2e-05,2.8341999127864836,nan,nan,nan
123,53000,11.377305939528677,2e-05,2.8356218276023863,nan,nan,nan
126,54000,11.591301375627516,2e-05,2.827464395046234,nan,nan,nan
128,55000,11.80557332932949,2e-05,2.8238045659065247,nan,nan,nan
130,56000,12.024675164090262,2e-05,2.819032711029053,nan,nan,nan
130,56000,12.027591123382251,2e-05,nan,2.9498227401213213,,
133,57000,12.240478112035326,2e-05,2.8162692017555235,nan,nan,nan
135,58000,12.453961277537875,2e-05,2.812893347978592,nan,nan,nan
137,59000,12.668508767684301,2e-05,2.8087386465072632,nan,nan,nan
140,60000,12.882457756333881,2e-05,2.805165624856949,nan,nan,nan
142,61000,13.09659336467584,2e-05,2.7993519475460054,nan,nan,nan
144,62000,13.310243866774771,2e-05,2.796882742881775,nan,nan,nan
147,63000,13.524185672799746,2e-05,2.794002217292786,nan,nan,nan
149,64000,13.743887670503721,2e-05,2.7870874257087705,nan,nan,nan
149,64000,13.746787032617462,2e-05,nan,2.938217108899897,,
151,65000,13.96013057059712,2e-05,2.785700492858887,nan,nan,nan
154,66000,14.175332684848044,2e-05,2.780622794151306,nan,nan,nan
156,67000,14.389263227913116,2e-05,2.777751033782959,nan,nan,nan
158,68000,14.603129035433135,2e-05,2.7741469576358795,nan,nan,nan
161,69000,14.817701013088225,2e-05,2.7733001265525816,nan,nan,nan
163,70000,15.031866566869947,2e-05,2.763196803808212,nan,nan,nan
165,71000,15.246084717777041,2e-05,2.7646328806877136,nan,nan,nan
168,72000,15.465875665413009,2e-05,2.7609571108818054,nan,nan,nan
168,72000,15.46882411274645,2e-05,nan,2.92206918109547,,
170,73000,15.682839144534533,2e-05,2.7564358839988707,nan,nan,nan
172,74000,15.896758461793265,2e-05,2.7539145874977113,nan,nan,nan
175,75000,16.111178100837602,2e-05,2.7505978429317475,nan,nan,nan
177,76000,16.324900575346415,2e-05,2.745645942211151,nan,nan,nan
179,77000,16.53871333592468,2e-05,2.743971607685089,nan,nan,nan
182,78000,16.752330213454034,2e-05,2.737783545732498,nan,nan,nan
184,79000,16.96557773510615,2e-05,2.736082148075104,nan,nan,nan
186,80000,17.18405999044577,2e-05,2.7328072652816773,nan,nan,nan
186,80000,17.18696642657121,2e-05,nan,2.898161606355147,,
189,81000,17.399316705266635,2e-05,2.728906988620758,nan,nan,nan
191,82000,17.611777002215387,2e-05,2.727196841239929,nan,nan,nan
193,83000,17.82451904846562,2e-05,2.721868196487427,nan,nan,nan
196,84000,18.03674661351575,2e-05,2.7226329696178437,nan,nan,nan
198,85000,18.248953553968004,2e-05,2.7134433369636537,nan,nan,nan
200,86000,18.461439624826113,2e-05,2.713182755947113,nan,nan,nan
203,87000,18.6737626079056,2e-05,2.708737016916275,nan,nan,nan
205,88000,18.891368130975298,2e-05,2.705750876188278,nan,nan,nan
205,88000,18.894214199913872,2e-05,nan,2.926673997532238,,
207,89000,19.106476972169347,2e-05,2.704674966096878,nan,nan,nan
210,90000,19.319239244063695,2e-05,2.699626186847687,nan,nan,nan
212,91000,19.532004642685255,2e-05,2.6956186685562136,nan,nan,nan
214,92000,19.744307242830594,2e-05,2.6929592213630675,nan,nan,nan
217,93000,19.956387016177178,2e-05,2.68578298997879,nan,nan,nan
219,94000,20.168987195028198,2e-05,2.6886299386024475,nan,nan,nan
221,95000,20.381436656978394,2e-05,2.6831315755844116,nan,nan,nan
224,96000,20.59898681461811,2e-05,2.6816932027339937,nan,nan,nan
224,96000,20.601855239338345,2e-05,nan,2.9310328526930376,,
226,97000,20.813248900241323,2e-05,2.6716451721191405,nan,nan,nan
228,98000,21.02495606031683,2e-05,2.6737821419239043,nan,nan,nan
231,99000,21.23704815811581,2e-05,2.668015761375427,nan,nan,nan
233,100000,21.44894667373763,2e-05,2.663929355144501,nan,nan,nan
235,101000,21.661601514352693,2e-05,2.660996528863907,nan,nan,nan
238,102000,21.87334117293358,2e-05,2.6575664057731627,nan,nan,nan
240,103000,22.08573929435677,2e-05,2.659142700433731,nan,nan,nan
242,104000,22.302631713615526,2e-05,2.650229317188263,nan,nan,nan
242,104000,22.305547911193635,2e-05,nan,2.9367509321732954,,
245,105000,22.516436583333547,2e-05,2.6490149981975555,nan,nan,nan
247,106000,22.727775558100806,2e-05,2.6428528995513916,nan,nan,nan
249,107000,22.939014608926243,2e-05,2.6420493829250336,nan,nan,nan
252,108000,23.150172186030282,2e-05,2.6380812928676605,nan,nan,nan
254,109000,23.361477730472885,2e-05,2.6357976260185243,nan,nan,nan
256,110000,23.572273725337453,2e-05,2.630778066635132,nan,nan,nan
259,111000,23.783272293673622,2e-05,2.628853320598602,nan,nan,nan
261,112000,24.000504607028432,2e-05,2.6253006963729857,nan,nan,nan
261,112000,24.003447601662742,2e-05,nan,2.9653549627824263,,
263,113000,24.213292439579963,2e-05,2.617446943998337,nan,nan,nan
266,114000,24.424392575158013,2e-05,2.6146018283367156,nan,nan,nan
268,115000,24.635110482176145,2e-05,2.6161169517040253,nan,nan,nan
270,116000,24.845894317560727,2e-05,2.6100522055625914,nan,nan,nan
273,117000,25.05674671471119,2e-05,2.605515630245209,nan,nan,nan
275,118000,25.267255419757632,2e-05,2.6023355617523194,nan,nan,nan
277,119000,25.477863905628524,2e-05,2.599123584508896,nan,nan,nan
280,120000,25.69414797657066,2e-05,2.596041266202927,nan,nan,nan
280,120000,25.697077938053344,2e-05,nan,2.9728882096030493,,
280,120000,25.70082394043605,2e-05,2.409109115600586,nan,nan,nan
280,120000,25.702992326286108,2e-05,nan,2.9322836182334204,,
282,121000,25.91310073448552,2e-05,2.5923144195079804,nan,nan,nan
284,122000,26.12552901817693,2e-05,2.585365677833557,nan,nan,nan
287,123000,26.338523857262402,2e-05,2.5839979741573336,nan,nan,nan
289,124000,26.55191520339913,2e-05,2.579597765445709,nan,nan,nan
291,125000,26.765051172243226,2e-05,2.573700846672058,nan,nan,nan
294,126000,26.978559565411675,2e-05,2.572464453935623,nan,nan,nan
296,127000,27.19213848365678,2e-05,2.566926745414734,nan,nan,nan
298,128000,27.411642322606514,2e-05,2.5666395571231844,nan,nan,nan
298,128000,27.414607626530863,2e-05,nan,2.971102085980502,,
301,129000,27.628704404301118,2e-05,2.561911727190018,nan,nan,nan
303,130000,27.84287753396564,2e-05,2.554178997039795,nan,nan,nan
305,131000,28.058182696567645,2e-05,2.550925015926361,nan,nan,nan
308,132000,28.27361315555043,2e-05,2.549546099901199,nan,nan,nan
310,133000,28.48902976420191,2e-05,2.5455374457836153,nan,nan,nan
312,134000,28.703629631797476,2e-05,2.5360953204631804,nan,nan,nan
315,135000,28.918071741527985,2e-05,2.5387689645290377,nan,nan,nan
317,136000,29.13784371342924,2e-05,2.5326584050655363,nan,nan,nan
317,136000,29.14081173790826,2e-05,nan,2.968918345191262,,
319,137000,29.354226982924676,2e-05,2.5258006598949434,nan,nan,nan
322,138000,29.569007081323203,2e-05,2.5260254106521605,nan,nan,nan
324,139000,29.78337152408229,2e-05,2.5183366703987122,nan,nan,nan
326,140000,29.99893054140939,2e-05,2.514679522037506,nan,nan,nan
329,141000,30.213797359267872,2e-05,2.5113393211364747,nan,nan,nan
331,142000,30.428113859362075,2e-05,2.5036517894268036,nan,nan,nan
333,143000,30.64208789692985,2e-05,2.50189387178421,nan,nan,nan
336,144000,30.861367897788686,2e-05,2.4981334488391878,nan,nan,nan
336,144000,30.86432682858573,2e-05,nan,3.0300465280359443,,
338,145000,31.07730988270707,2e-05,2.4929245829582216,nan,nan,nan
340,146000,31.290991972419953,2e-05,2.488845694065094,nan,nan,nan
343,147000,31.50450928674804,2e-05,2.484437870979309,nan,nan,nan
345,148000,31.717928927938146,2e-05,2.476793709754944,nan,nan,nan
347,149000,31.931277428534298,2e-05,2.4781612644195556,nan,nan,nan
350,150000,32.14464308506913,2e-05,2.4693047556877135,nan,nan,nan
352,151000,32.358092978398005,2e-05,2.4664944524765016,nan,nan,nan
354,152000,32.57672146088547,2e-05,2.458962450504303,nan,nan,nan
354,152000,32.57964301890797,2e-05,nan,3.048235860737887,,
357,153000,32.7928639181455,2e-05,2.452059731721878,nan,nan,nan
359,154000,33.00602075914542,2e-05,2.4533748960494997,nan,nan,nan
361,155000,33.22006621009774,2e-05,2.441859724998474,nan,nan,nan
364,156000,33.43358178635439,2e-05,2.441400758981705,nan,nan,nan
366,157000,33.64657735870944,2e-05,2.4373475930690764,nan,nan,nan
368,158000,33.85952699038718,2e-05,2.4330775156021116,nan,nan,nan
371,159000,34.07277944756879,2e-05,2.426668948173523,nan,nan,nan
373,160000,34.29140158686373,2e-05,2.420738430738449,nan,nan,nan
373,160000,34.29430783940686,2e-05,nan,3.090855847705494,,
373,160000,34.298164473308454,2e-05,2.2136056423187256,nan,nan,nan
373,160000,34.300306022961934,2e-05,nan,3.0850337852131235,,
375,161000,34.50848348226812,2e-05,2.4147337408065797,nan,nan,nan
377,162000,34.719015366633734,2e-05,2.4102251286506653,nan,nan,nan
380,163000,34.9299457499716,2e-05,2.4049317605495455,nan,nan,nan
382,164000,35.1420575955179,2e-05,2.3999035391807557,nan,nan,nan
384,165000,35.35329526484013,2e-05,2.3987946202754973,nan,nan,nan
387,166000,35.564157958560514,2e-05,2.390977613925934,nan,nan,nan
389,167000,35.77486676626735,2e-05,2.3823928698301313,nan,nan,nan
391,168000,35.99132467137443,2e-05,2.382989401102066,nan,nan,nan
391,168000,35.994256945980915,2e-05,nan,3.1283209432255137,,
394,169000,36.20537766396999,2e-05,2.372440491437912,nan,nan,nan
396,170000,36.4174637444814,2e-05,2.368574756145477,nan,nan,nan
398,171000,36.629031135572326,2e-05,2.3643435292243957,nan,nan,nan
401,172000,36.84086719837453,2e-05,2.355944118976593,nan,nan,nan
403,173000,37.0524346539047,2e-05,2.348369851708412,nan,nan,nan
405,174000,37.26467020650705,2e-05,2.3490808900594713,nan,nan,nan
408,175000,37.47740669694212,2e-05,2.3410115177631377,nan,nan,nan
410,176000,37.695070423285166,2e-05,2.3361832761764525,nan,nan,nan
410,176000,37.69802054173417,2e-05,nan,3.1545886451547798,,
412,177000,37.909560873375995,2e-05,2.3314236537218096,nan,nan,nan
415,178000,38.121579105324216,2e-05,2.3284732843637466,nan,nan,nan
417,179000,38.33396532429589,2e-05,2.3215613441467284,nan,nan,nan
419,180000,38.54604773283005,2e-05,2.3154704854488375,nan,nan,nan
422,181000,38.75830507669184,2e-05,2.305723300218582,nan,nan,nan
424,182000,38.97038577543364,2e-05,2.303931580901146,nan,nan,nan
426,183000,39.18254779663351,2e-05,2.298912836432457,nan,nan,nan
429,184000,39.400242076913514,2e-05,2.2925866830348967,nan,nan,nan
429,184000,39.40321118619707,2e-05,nan,3.219574299725619,,
431,185000,39.61495785031053,2e-05,2.2860963307619095,nan,nan,nan
433,186000,39.827473471628295,2e-05,2.283255581498146,nan,nan,nan
436,187000,40.03991054766708,2e-05,2.2719340764284133,nan,nan,nan
438,188000,40.252565244899856,2e-05,2.2666200659275053,nan,nan,nan
440,189000,40.464724245998596,2e-05,2.2648793601989747,nan,nan,nan
443,190000,40.6770723723703,2e-05,2.2569704270362854,nan,nan,nan
445,191000,40.88936254335774,2e-05,2.2518972474336625,nan,nan,nan
447,192000,41.10699427505334,2e-05,2.246265083670616,nan,nan,nan
447,192000,41.109967304203245,2e-05,nan,3.324829871004278,,
450,193000,41.32237094415559,2e-05,2.2394884861707687,nan,nan,nan
452,194000,41.5346860355801,2e-05,2.2347204346656797,nan,nan,nan
454,195000,41.74677003118727,2e-05,2.2261435117721557,nan,nan,nan
